Unit_ID,Cycle,Life_Cycles,Vibration_mm_s,Temperature_C,Current_A,RPM,Bearing_Noise_dB,Load_Factor,RUL,RUL_clipped,Risk_Level
22,41,269,1.44,44.57,11.95,1484.23,56.22,1.145,228,130,Low
22,42,269,1.48,44.0,12.49,1467.79,54.02,1.145,227,130,Low
22,43,269,1.55,44.51,12.02,1481.99,54.85,1.145,226,130,Low
22,44,269,1.56,44.96,11.7,1475.23,55.65,1.145,225,130,Low
22,45,269,1.66,45.26,12.4,1479.95,54.62,1.145,224,130,Low
22,46,269,1.71,44.46,11.88,1474.4,55.79,1.145,223,130,Low
22,47,269,1.58,45.54,11.93,1478.5,55.6,1.145,222,130,Low
22,48,269,1.65,46.31,12.2,1479.2,55.6,1.145,221,130,Low
22,49,269,1.58,45.1,12.06,1484.43,56.82,1.145,220,130,Low
22,50,269,1.7,46.76,11.83,1482.24,55.72,1.145,219,130,Low
22,51,269,1.53,46.07,12.22,1475.57,54.78,1.145,218,130,Low
22,52,269,1.57,46.0,12.43,1491.15,55.4,1.145,217,130,Low
22,53,269,1.75,45.39,12.01,1469.11,55.76,1.145,216,130,Low
22,54,269,1.55,46.06,12.37,1477.95,55.75,1.145,215,130,Low
22,55,269,1.56,45.66,11.94,1474.89,55.48,1.145,214,130,Low
22,56,269,1.57,46.81,12.12,1478.86,55.1,1.145,213,130,Low
22,57,269,1.51,45.76,12.02,1483.9,55.02,1.145,212,130,Low
22,58,269,1.82,44.11,11.88,1479.43,55.25,1.145,211,130,Low
22,59,269,1.58,46.49,11.98,1488.75,55.58,1.145,210,130,Low
22,60,269,1.53,45.45,12.02,1475.71,55.86,1.145,209,130,Low
22,61,269,1.81,47.37,12.34,1473.47,55.91,1.145,208,130,Low
22,62,269,1.67,45.73,11.99,1469.34,54.94,1.145,207,130,Low
22,63,269,1.64,46.08,11.91,1478.7,55.12,1.145,206,130,Low
22,64,269,1.73,46.22,12.26,1472.55,55.59,1.145,205,130,Low
22,65,269,1.7,45.89,12.36,1469.59,55.67,1.145,204,130,Low
22,66,269,1.65,45.98,12.44,1478.47,55.12,1.145,203,130,Low
22,67,269,1.68,46.0,12.2,1473.51,56.12,1.145,202,130,Low
22,68,269,1.94,45.7,12.28,1479.17,55.77,1.145,201,130,Low
22,69,269,1.94,46.98,12.15,1487.78,55.96,1.145,200,130,Low
22,70,269,1.61,46.15,12.36,1478.42,55.56,1.145,199,130,Low
22,71,269,1.87,44.98,12.33,1468.1,55.12,1.145,198,130,Low
22,72,269,1.91,45.23,12.32,1474.21,56.18,1.145,197,130,Low
22,73,269,1.63,47.78,12.25,1475.76,56.51,1.145,196,130,Low
22,74,269,1.88,47.82,12.45,1479.23,56.06,1.145,195,130,Low
22,75,269,1.73,44.85,12.17,1482.99,55.68,1.145,194,130,Low
22,76,269,1.71,46.06,12.69,1479.26,55.82,1.145,193,130,Low
22,77,269,1.92,45.01,12.59,1472.22,56.31,1.145,192,130,Low
22,78,269,1.8,47.15,12.4,1473.96,56.91,1.145,191,130,Low
22,79,269,1.9,47.33,12.42,1463.06,56.24,1.145,190,130,Low
22,80,269,1.83,47.54,12.29,1467.49,56.43,1.145,189,130,Low
22,81,269,1.96,46.0,12.26,1475.64,56.6,1.145,188,130,Low
22,82,269,1.94,45.91,12.49,1469.8,57.25,1.145,187,130,Low
22,83,269,1.81,48.41,12.6,1469.32,57.28,1.145,186,130,Low
22,84,269,1.96,47.28,12.43,1474.44,56.56,1.145,185,130,Low
22,85,269,1.91,47.4,12.15,1478.73,55.59,1.145,184,130,Low
22,86,269,2.14,47.78,12.37,1461.75,56.19,1.145,183,130,Low
22,87,269,2.02,46.47,12.44,1463.45,56.04,1.145,182,130,Low
22,88,269,1.97,47.82,12.9,1470.81,56.49,1.145,181,130,Low
22,89,269,2.03,47.6,12.31,1473.13,56.65,1.145,180,130,Low
22,90,269,1.84,46.67,12.39,1470.43,55.88,1.145,179,130,Low
22,91,269,1.91,47.01,12.09,1470.1,57.33,1.145,178,130,Low
22,92,269,1.99,46.65,12.27,1469.85,56.66,1.145,177,130,Low
22,93,269,2.1,49.32,12.85,1477.21,56.39,1.145,176,130,Low
22,94,269,2.05,47.07,12.65,1476.56,57.21,1.145,175,130,Low
22,95,269,1.98,48.12,12.22,1462.12,56.84,1.145,174,130,Low
22,96,269,2.13,47.6,12.6,1465.79,56.99,1.145,173,130,Low
22,97,269,2.07,48.35,12.88,1460.32,56.85,1.145,172,130,Low
22,98,269,2.11,49.21,12.63,1465.17,57.58,1.145,171,130,Low
22,99,269,1.95,47.74,12.64,1472.66,56.64,1.145,170,130,Low
22,100,269,2.19,48.23,12.18,1472.23,56.1,1.145,169,130,Low
22,101,269,2.28,48.53,12.6,1468.83,56.33,1.145,168,130,Low
22,102,269,2.29,48.56,12.54,1458.16,55.86,1.145,167,130,Low
22,103,269,2.4,46.97,12.5,1476.71,56.28,1.145,166,130,Low
22,104,269,2.38,47.24,12.12,1467.26,56.95,1.145,165,130,Low
22,105,269,2.2,46.52,12.89,1464.92,56.68,1.145,164,130,Low
22,106,269,2.21,49.2,12.58,1466.53,57.71,1.145,163,130,Low
22,107,269,2.23,48.2,13.0,1461.54,56.33,1.145,162,130,Low
22,108,269,2.05,49.76,12.62,1465.86,57.85,1.145,161,130,Low
22,109,269,2.28,48.23,12.5,1456.67,57.41,1.145,160,130,Low
22,110,269,2.23,48.99,13.04,1460.52,56.77,1.145,159,130,Low
22,111,269,2.49,48.97,12.4,1470.35,57.3,1.145,158,130,Low
22,112,269,2.26,49.64,12.92,1468.05,57.81,1.145,157,130,Low
22,113,269,2.32,48.02,12.9,1456.84,57.69,1.145,156,130,Low
22,114,269,2.22,50.18,12.67,1472.75,56.9,1.145,155,130,Low
22,115,269,2.13,49.29,12.78,1464.76,58.0,1.145,154,130,Low
22,116,269,2.3,48.72,12.68,1467.73,56.83,1.145,153,130,Low
22,117,269,2.47,49.08,12.07,1462.59,58.02,1.145,152,130,Low
22,118,269,2.61,48.42,12.53,1463.27,56.83,1.145,151,130,Low
22,119,269,2.23,50.16,12.65,1464.13,57.66,1.145,150,130,Low
22,120,269,2.51,48.8,12.66,1453.96,58.0,1.145,149,130,Low
22,121,269,2.6,49.45,13.13,1464.19,57.62,1.145,148,130,Low
22,122,269,2.39,49.87,12.71,1455.79,58.14,1.145,147,130,Low
22,123,269,2.77,50.25,12.68,1459.98,58.1,1.145,146,130,Low
22,124,269,2.73,50.9,13.0,1455.49,57.4,1.145,145,130,Low
22,125,269,2.46,49.25,13.07,1453.97,56.45,1.145,144,130,Low
22,126,269,2.71,50.86,13.02,1470.44,58.55,1.145,143,130,Low
22,127,269,2.51,49.96,12.95,1465.63,58.76,1.145,142,130,Low
22,128,269,2.51,48.25,13.04,1464.09,58.22,1.145,141,130,Low
22,129,269,2.71,50.12,13.01,1456.65,58.71,1.145,140,130,Low
22,130,269,2.94,50.51,13.33,1458.1,58.78,1.145,139,130,Low
22,131,269,2.74,49.72,13.28,1448.76,57.7,1.145,138,130,Low
22,132,269,2.8,51.5,13.34,1460.57,58.46,1.145,137,130,Low
22,133,269,2.79,51.21,12.94,1448.37,58.67,1.145,136,130,Low
22,134,269,3.0,50.43,13.31,1461.58,60.0,1.145,135,130,Low
22,135,269,2.63,51.68,13.35,1447.03,59.96,1.145,134,130,Low
22,136,269,2.96,50.72,13.34,1447.34,59.25,1.145,133,130,Low
22,137,269,2.9,51.88,13.55,1445.73,59.11,1.145,132,130,Low
22,138,269,2.91,52.21,13.42,1444.77,59.12,1.145,131,130,Low
22,139,269,2.83,51.79,13.1,1453.55,59.26,1.145,130,130,Low
22,140,269,3.09,52.73,13.29,1440.92,59.96,1.145,129,129,Low
22,141,269,3.1,52.27,12.97,1457.16,58.79,1.145,128,128,Low
22,142,269,2.99,50.62,13.27,1454.05,58.81,1.145,127,127,Low
22,143,269,3.1,51.26,13.15,1450.94,59.73,1.145,126,126,Low
22,144,269,2.99,52.09,13.49,1441.19,57.92,1.145,125,125,Low
22,145,269,3.11,53.15,13.16,1450.12,59.19,1.145,124,124,Low
22,146,269,3.13,52.61,13.1,1447.61,60.05,1.145,123,123,Low
22,147,269,3.13,52.62,13.99,1442.73,59.17,1.145,122,122,Low
22,148,269,3.24,52.27,13.89,1458.82,59.66,1.145,121,121,Low
22,149,269,3.1,53.19,13.86,1447.31,59.11,1.145,120,120,Low
22,150,269,3.45,54.11,13.28,1455.16,59.11,1.145,119,119,Low
22,151,269,3.21,52.98,13.62,1452.65,60.28,1.145,118,118,Low
22,152,269,3.29,54.15,13.95,1452.09,59.5,1.145,117,117,Low
22,153,269,3.49,53.44,13.57,1443.82,60.59,1.145,116,116,Low
22,154,269,3.41,53.84,13.66,1459.6,60.32,1.145,115,115,Low
22,155,269,3.74,53.16,13.78,1443.28,59.93,1.145,114,114,Low
22,156,269,3.41,54.05,13.88,1432.82,59.49,1.145,113,113,Low
22,157,269,3.4,53.56,13.4,1446.57,60.17,1.145,112,112,Low
22,158,269,3.37,56.4,14.08,1435.46,61.51,1.145,111,111,Low
22,159,269,3.37,54.3,13.88,1448.39,60.38,1.145,110,110,Low
22,160,269,3.25,54.29,13.67,1434.37,59.54,1.145,109,109,Low
22,161,269,3.53,54.39,13.54,1444.61,60.73,1.145,108,108,Low
22,162,269,3.49,55.1,14.18,1447.63,60.02,1.145,107,107,Low
22,163,269,3.69,54.95,13.83,1436.15,61.1,1.145,106,106,Low
22,164,269,3.72,55.76,14.09,1424.58,60.96,1.145,105,105,Low
22,165,269,3.67,55.88,13.55,1449.03,61.46,1.145,104,104,Low
22,166,269,3.92,56.46,13.55,1438.0,60.69,1.145,103,103,Low
22,167,269,3.76,55.75,13.83,1454.16,60.26,1.145,102,102,Low
22,168,269,3.65,57.63,14.24,1439.77,61.25,1.145,101,101,Low
22,169,269,4.05,56.16,13.8,1435.18,62.23,1.145,100,100,Low
22,170,269,3.98,55.71,13.63,1441.75,61.84,1.145,99,99,Low
22,171,269,4.02,56.77,14.43,1447.7,61.24,1.145,98,98,Low
22,172,269,4.06,56.0,13.96,1431.09,61.4,1.145,97,97,Low
22,173,269,3.9,55.1,13.92,1437.46,62.69,1.145,96,96,Low
22,174,269,4.12,57.63,14.18,1427.99,62.28,1.145,95,95,Low
22,175,269,4.21,56.9,14.48,1430.71,62.02,1.145,94,94,Low
22,176,269,4.26,55.85,14.1,1438.7,61.65,1.145,93,93,Low
22,177,269,4.09,57.37,14.05,1423.6,63.45,1.145,92,92,Low
22,178,269,4.12,56.55,14.49,1438.81,61.69,1.145,91,91,Low
22,179,269,3.95,57.3,13.89,1433.8,62.02,1.145,90,90,Low
22,180,269,4.2,56.37,13.76,1412.72,63.05,1.145,89,89,Low
22,181,269,4.23,57.14,13.81,1454.75,62.56,1.145,88,88,Low
22,182,269,4.24,58.26,14.4,1421.98,62.25,1.145,87,87,Low
22,183,269,4.3,57.54,14.58,1435.29,61.79,1.145,86,86,Low
22,184,269,4.42,57.26,14.33,1427.16,61.96,1.145,85,85,Low
22,185,269,4.5,57.83,14.73,1434.89,63.65,1.145,84,84,Low
22,186,269,4.67,59.27,14.84,1418.94,63.18,1.145,83,83,Low
22,187,269,4.52,57.3,14.17,1423.15,63.12,1.145,82,82,Low
22,188,269,4.69,60.03,14.18,1418.88,63.68,1.145,81,81,Low
22,189,269,4.58,58.68,14.02,1419.6,64.22,1.145,80,80,Low
22,190,269,4.51,59.96,14.76,1422.52,63.38,1.145,79,79,Low
22,191,269,4.96,59.1,14.49,1419.02,63.73,1.145,78,78,Low
22,192,269,4.71,60.41,14.44,1424.09,63.83,1.145,77,77,Low
22,193,269,4.93,60.25,14.44,1416.43,64.19,1.145,76,76,Low
22,194,269,4.87,59.78,14.81,1420.29,64.53,1.145,75,75,Low
22,195,269,4.76,59.82,14.37,1420.72,64.25,1.145,74,74,Low
22,196,269,4.88,58.39,14.78,1427.14,64.39,1.145,73,73,Low
22,197,269,4.99,60.75,14.85,1423.14,63.81,1.145,72,72,Low
22,198,269,4.69,62.35,14.81,1422.63,64.33,1.145,71,71,Low
22,199,269,5.04,61.37,14.67,1412.1,64.44,1.145,70,70,Low
22,200,269,5.3,60.12,15.04,1419.08,65.06,1.145,69,69,Low
22,201,269,5.23,62.23,15.33,1408.74,64.3,1.145,68,68,Low
22,202,269,5.14,61.42,15.26,1416.88,65.3,1.145,67,67,Low
22,203,269,5.2,62.06,14.81,1410.72,65.53,1.145,66,66,Low
22,204,269,5.37,61.86,15.08,1417.31,65.0,1.145,65,65,Low
22,205,269,5.31,62.79,15.26,1401.39,65.59,1.145,64,64,Low
22,206,269,5.2,61.44,15.33,1422.02,66.01,1.145,63,63,Low
22,207,269,5.42,63.15,15.22,1415.0,65.07,1.145,62,62,Low
22,208,269,5.5,62.96,15.46,1401.78,66.58,1.145,61,61,Low
22,209,269,5.36,63.48,15.78,1405.87,65.37,1.145,60,60,Low
22,210,269,5.34,63.31,14.94,1406.44,66.12,1.145,59,59,Low
22,211,269,5.47,64.25,16.24,1399.74,66.3,1.145,58,58,Low
22,212,269,5.71,63.27,15.79,1414.45,65.72,1.145,57,57,Low
22,213,269,5.78,64.34,15.72,1401.34,66.62,1.145,56,56,Low
22,214,269,5.64,64.6,15.48,1409.71,66.82,1.145,55,55,Low
22,215,269,5.59,64.92,15.39,1404.47,67.12,1.145,54,54,Low
22,216,269,5.71,66.0,15.75,1405.0,67.88,1.145,53,53,Low
22,217,269,5.52,65.13,15.7,1404.92,67.08,1.145,52,52,Low
22,218,269,6.02,65.08,15.79,1394.41,66.51,1.145,51,51,Low
22,219,269,5.92,65.61,15.81,1387.8,68.72,1.145,50,50,Low
22,220,269,6.13,65.22,15.15,1397.03,67.23,1.145,49,49,Low
22,221,269,6.06,64.63,15.78,1396.42,68.48,1.145,48,48,Low
22,222,269,6.01,67.0,15.8,1388.46,68.28,1.145,47,47,Low
22,223,269,6.14,66.0,16.0,1389.27,68.13,1.145,46,46,Low
22,224,269,6.53,66.23,16.04,1392.97,67.34,1.145,45,45,Low
22,225,269,6.26,66.83,16.36,1387.31,68.7,1.145,44,44,Low
22,226,269,6.3,67.57,16.6,1390.04,69.22,1.145,43,43,Low
22,227,269,6.7,67.67,15.62,1386.73,68.24,1.145,42,42,Low
22,228,269,6.28,66.44,16.03,1382.24,68.12,1.145,41,41,Low
22,229,269,6.51,69.03,15.64,1390.53,69.23,1.145,40,40,Medium
22,230,269,6.65,68.98,15.93,1384.96,69.62,1.145,39,39,Medium
22,231,269,6.63,69.01,16.22,1381.49,69.61,1.145,38,38,Medium
22,232,269,6.65,69.13,16.71,1384.76,68.64,1.145,37,37,Medium
22,233,269,6.67,68.57,16.45,1379.14,69.07,1.145,36,36,Medium
22,234,269,6.79,69.95,16.18,1387.35,70.05,1.145,35,35,Medium
22,235,269,6.85,69.28,16.97,1384.12,69.92,1.145,34,34,Medium
22,236,269,6.91,69.8,16.3,1379.09,68.79,1.145,33,33,Medium
22,237,269,6.88,69.83,16.42,1382.05,70.09,1.145,32,32,Medium
22,238,269,7.21,69.89,16.48,1379.43,70.56,1.145,31,31,Medium
22,239,269,7.1,71.08,16.64,1372.12,72.02,1.145,30,30,Medium
22,240,269,7.03,71.27,17.13,1380.76,71.19,1.145,29,29,Medium
22,241,269,7.02,70.2,16.63,1387.38,70.75,1.145,28,28,Medium
22,242,269,7.3,71.98,17.2,1367.44,70.51,1.145,27,27,Medium
22,243,269,7.55,71.67,16.97,1371.77,70.56,1.145,26,26,Medium
22,244,269,7.45,70.75,16.98,1358.31,71.52,1.145,25,25,Medium
22,245,269,7.49,72.38,17.18,1380.3,71.79,1.145,24,24,Medium
22,246,269,7.53,72.72,16.97,1371.6,70.88,1.145,23,23,Medium
22,247,269,7.48,71.15,17.26,1368.79,71.19,1.145,22,22,Medium
22,248,269,7.62,74.08,16.88,1364.58,71.66,1.145,21,21,Medium
22,249,269,7.49,73.78,16.86,1361.31,72.39,1.145,20,20,Medium
22,250,269,8.05,73.46,17.04,1370.27,72.05,1.145,19,19,Medium
22,251,269,7.75,73.56,17.6,1359.85,71.86,1.145,18,18,Medium
22,252,269,7.81,72.97,17.44,1365.2,72.36,1.145,17,17,Medium
22,253,269,7.93,74.2,16.65,1368.43,72.85,1.145,16,16,Medium
22,254,269,8.08,75.32,17.41,1363.22,72.23,1.145,15,15,High
22,255,269,8.08,75.14,17.52,1362.3,74.31,1.145,14,14,High
22,256,269,7.83,74.77,17.14,1355.97,73.9,1.145,13,13,High
22,257,269,8.35,77.09,17.23,1343.67,72.81,1.145,12,12,High
22,258,269,8.2,75.61,17.35,1353.97,73.81,1.145,11,11,High
22,259,269,8.14,75.47,17.65,1355.98,73.28,1.145,10,10,High
22,260,269,8.2,75.14,18.2,1366.66,73.49,1.145,9,9,High
22,261,269,8.42,76.86,17.77,1347.86,74.07,1.145,8,8,High
22,262,269,8.56,77.37,17.5,1348.83,74.51,1.145,7,7,High
22,263,269,8.39,78.21,17.87,1351.7,73.7,1.145,6,6,High
22,264,269,8.62,77.41,17.83,1350.16,75.72,1.145,5,5,High
22,265,269,8.67,76.93,17.91,1354.12,75.27,1.145,4,4,High
22,266,269,8.83,78.6,17.91,1348.23,75.94,1.145,3,3,High
22,267,269,8.85,78.98,18.01,1337.5,74.31,1.145,2,2,High
22,268,269,8.91,77.35,18.35,1343.48,75.93,1.145,1,1,High
22,269,269,8.86,79.97,18.29,1333.27,76.28,1.145,0,0,High
23,1,174,1.43,44.51,12.14,1482.62,55.25,1.054,173,130,Low
23,2,174,1.38,44.63,11.87,1476.29,55.46,1.054,172,130,Low
23,3,174,1.4,45.33,12.01,1483.21,55.35,1.054,171,130,Low
23,4,174,1.3,46.23,12.0,1476.04,55.09,1.054,170,130,Low
23,5,174,1.4,46.08,12.08,1476.15,53.53,1.054,169,130,Low
23,6,174,1.5,46.27,12.51,1479.27,54.62,1.054,168,130,Low
23,7,174,1.56,44.55,11.69,1472.46,55.57,1.054,167,130,Low
23,8,174,1.51,45.39,12.12,1472.75,55.08,1.054,166,130,Low
23,9,174,1.41,46.17,11.72,1476.86,55.8,1.054,165,130,Low
23,10,174,1.47,46.53,11.76,1492.75,55.28,1.054,164,130,Low
23,11,174,1.41,44.88,11.76,1480.64,54.61,1.054,163,130,Low
23,12,174,1.44,46.24,11.66,1486.52,55.26,1.054,162,130,Low
23,13,174,1.43,43.45,11.93,1478.65,54.29,1.054,161,130,Low
23,14,174,1.73,45.4,11.99,1475.77,54.38,1.054,160,130,Low
23,15,174,1.5,45.77,12.27,1489.28,53.25,1.054,159,130,Low
23,16,174,1.58,45.53,12.2,1482.51,55.96,1.054,158,130,Low
23,17,174,1.49,44.35,11.85,1483.54,55.92,1.054,157,130,Low
23,18,174,1.75,44.46,11.79,1476.67,56.2,1.054,156,130,Low
23,19,174,1.39,43.28,12.12,1477.01,55.5,1.054,155,130,Low
23,20,174,1.61,44.48,11.81,1474.5,55.25,1.054,154,130,Low
23,21,174,1.42,45.26,12.01,1467.26,55.0,1.054,153,130,Low
23,22,174,1.43,44.78,11.91,1471.78,54.73,1.054,152,130,Low
23,23,174,1.79,44.42,12.13,1471.32,55.01,1.054,151,130,Low
23,24,174,1.59,46.07,11.86,1476.08,55.27,1.054,150,130,Low
23,25,174,1.7,45.39,12.48,1467.98,55.56,1.054,149,130,Low
23,26,174,1.52,47.06,11.78,1482.18,55.16,1.054,148,130,Low
23,27,174,1.43,45.76,12.43,1477.3,55.44,1.054,147,130,Low
23,28,174,1.51,46.03,12.26,1467.51,56.24,1.054,146,130,Low
23,29,174,1.45,47.32,12.16,1473.17,55.65,1.054,145,130,Low
23,30,174,1.7,45.84,11.99,1481.35,55.7,1.054,144,130,Low
23,31,174,1.46,45.28,11.94,1477.35,55.14,1.054,143,130,Low
23,32,174,1.74,47.42,11.92,1475.26,54.21,1.054,142,130,Low
23,33,174,1.61,45.4,12.14,1483.15,54.8,1.054,141,130,Low
23,34,174,1.75,45.46,12.56,1478.71,54.83,1.054,140,130,Low
23,35,174,1.56,44.6,11.94,1474.52,56.34,1.054,139,130,Low
23,36,174,1.6,46.14,12.31,1480.69,54.85,1.054,138,130,Low
23,37,174,1.79,45.44,12.23,1476.13,56.06,1.054,137,130,Low
23,38,174,1.48,44.08,12.41,1474.46,55.45,1.054,136,130,Low
23,39,174,1.78,44.35,12.62,1478.17,54.59,1.054,135,130,Low
23,40,174,1.59,44.84,11.98,1478.16,55.61,1.054,134,130,Low
23,41,174,1.72,46.6,12.06,1472.68,55.52,1.054,133,130,Low
23,42,174,1.87,46.08,11.98,1475.05,55.5,1.054,132,130,Low
23,43,174,1.75,45.29,11.93,1479.14,55.12,1.054,131,130,Low
23,44,174,1.75,45.05,12.03,1472.97,55.66,1.054,130,130,Low
23,45,174,1.49,46.82,12.28,1478.12,56.21,1.054,129,129,Low
23,46,174,1.5,47.14,11.96,1471.17,56.2,1.054,128,128,Low
23,47,174,1.75,46.41,12.31,1482.0,56.44,1.054,127,127,Low
23,48,174,1.78,45.61,11.84,1466.33,55.84,1.054,126,126,Low
23,49,174,1.79,46.22,12.05,1484.44,55.34,1.054,125,125,Low
23,50,174,1.84,46.07,12.67,1475.61,55.62,1.054,124,124,Low
23,51,174,1.75,46.71,12.14,1475.75,56.06,1.054,123,123,Low
23,52,174,1.62,47.3,12.15,1471.19,56.08,1.054,122,122,Low
23,53,174,1.98,45.66,12.56,1468.73,55.55,1.054,121,121,Low
23,54,174,1.9,46.73,12.58,1473.01,55.73,1.054,120,120,Low
23,55,174,1.8,46.63,12.52,1475.28,55.77,1.054,119,119,Low
23,56,174,1.95,46.03,12.46,1464.5,56.7,1.054,118,118,Low
23,57,174,1.99,47.41,12.5,1463.21,55.92,1.054,117,117,Low
23,58,174,1.93,46.81,12.14,1482.35,56.16,1.054,116,116,Low
23,59,174,2.12,48.75,12.24,1478.3,56.39,1.054,115,115,Low
23,60,174,2.06,47.25,12.48,1466.81,55.95,1.054,114,114,Low
23,61,174,2.24,48.19,12.7,1461.86,55.98,1.054,113,113,Low
23,62,174,2.01,47.67,12.4,1478.3,55.4,1.054,112,112,Low
23,63,174,1.97,47.92,12.55,1461.3,55.6,1.054,111,111,Low
23,64,174,1.9,48.44,12.28,1480.44,55.84,1.054,110,110,Low
23,65,174,2.13,48.6,12.82,1455.67,55.8,1.054,109,109,Low
23,66,174,2.12,47.49,12.34,1465.32,55.8,1.054,108,108,Low
23,67,174,2.33,48.4,12.51,1469.42,56.03,1.054,107,107,Low
23,68,174,2.18,47.93,12.41,1464.95,56.99,1.054,106,106,Low
23,69,174,2.2,49.41,12.91,1473.98,57.49,1.054,105,105,Low
23,70,174,2.33,47.93,12.65,1472.41,57.66,1.054,104,104,Low
23,71,174,2.02,48.35,12.78,1480.43,57.27,1.054,103,103,Low
23,72,174,2.15,49.22,12.97,1466.14,56.3,1.054,102,102,Low
23,73,174,2.31,47.53,12.77,1468.54,56.89,1.054,101,101,Low
23,74,174,2.19,49.51,13.13,1455.69,56.08,1.054,100,100,Low
23,75,174,2.43,47.97,12.43,1460.23,58.32,1.054,99,99,Low
23,76,174,2.44,49.48,13.46,1460.16,58.36,1.054,98,98,Low
23,77,174,2.61,50.46,12.87,1464.31,58.49,1.054,97,97,Low
23,78,174,2.45,49.13,12.68,1469.55,58.92,1.054,96,96,Low
23,79,174,2.42,49.68,12.64,1456.13,57.65,1.054,95,95,Low
23,80,174,2.66,49.67,12.53,1459.32,58.25,1.054,94,94,Low
23,81,174,2.7,50.47,12.4,1476.59,57.44,1.054,93,93,Low
23,82,174,2.4,50.91,13.32,1461.52,57.09,1.054,92,92,Low
23,83,174,2.61,51.51,12.99,1460.42,57.91,1.054,91,91,Low
23,84,174,2.53,49.53,12.96,1454.03,58.04,1.054,90,90,Low
23,85,174,2.69,49.29,12.87,1459.08,57.42,1.054,89,89,Low
23,86,174,2.64,49.92,13.42,1460.14,57.73,1.054,88,88,Low
23,87,174,2.75,52.17,13.08,1451.89,57.93,1.054,87,87,Low
23,88,174,2.67,49.81,12.78,1447.81,58.25,1.054,86,86,Low
23,89,174,2.74,50.09,13.04,1459.28,58.95,1.054,85,85,Low
23,90,174,2.8,51.14,13.18,1462.6,59.08,1.054,84,84,Low
23,91,174,2.85,51.32,13.06,1450.52,60.72,1.054,83,83,Low
23,92,174,3.03,50.46,13.19,1463.2,57.76,1.054,82,82,Low
23,93,174,2.99,52.21,12.98,1450.54,58.59,1.054,81,81,Low
23,94,174,2.96,52.73,12.99,1455.14,59.81,1.054,80,80,Low
23,95,174,3.16,52.76,13.43,1449.02,59.08,1.054,79,79,Low
23,96,174,3.08,52.42,13.2,1448.5,59.6,1.054,78,78,Low
23,97,174,2.99,53.9,13.01,1445.37,58.94,1.054,77,77,Low
23,98,174,2.93,51.44,12.96,1451.44,60.35,1.054,76,76,Low
23,99,174,3.36,52.14,13.56,1454.67,59.5,1.054,75,75,Low
23,100,174,3.38,54.35,13.54,1449.01,59.92,1.054,74,74,Low
23,101,174,3.16,53.77,13.6,1444.91,60.31,1.054,73,73,Low
23,102,174,3.25,52.96,13.52,1457.68,61.1,1.054,72,72,Low
23,103,174,3.23,52.14,13.37,1456.15,59.96,1.054,71,71,Low
23,104,174,3.49,53.2,13.42,1444.26,61.21,1.054,70,70,Low
23,105,174,3.43,53.4,13.4,1446.36,60.98,1.054,69,69,Low
23,106,174,3.3,54.54,13.59,1445.89,60.06,1.054,68,68,Low
23,107,174,3.53,54.62,13.45,1436.06,60.38,1.054,67,67,Low
23,108,174,3.55,54.44,13.71,1440.75,59.79,1.054,66,66,Low
23,109,174,3.67,55.39,13.84,1435.29,61.52,1.054,65,65,Low
23,110,174,3.58,53.83,14.03,1439.3,61.53,1.054,64,64,Low
23,111,174,3.55,55.08,14.3,1444.73,61.81,1.054,63,63,Low
23,112,174,3.76,55.83,13.88,1448.78,62.2,1.054,62,62,Low
23,113,174,3.79,55.88,13.72,1450.53,60.47,1.054,61,61,Low
23,114,174,3.74,55.34,14.35,1442.58,61.32,1.054,60,60,Low
23,115,174,4.13,55.2,14.46,1432.4,62.74,1.054,59,59,Low
23,116,174,3.91,57.52,13.86,1436.41,61.78,1.054,58,58,Low
23,117,174,4.04,56.89,14.09,1431.07,62.5,1.054,57,57,Low
23,118,174,4.13,57.01,14.58,1431.18,62.54,1.054,56,56,Low
23,119,174,4.07,56.97,14.43,1422.18,62.08,1.054,55,55,Low
23,120,174,4.47,56.84,14.17,1424.81,62.78,1.054,54,54,Low
23,121,174,4.28,57.99,14.35,1421.42,62.02,1.054,53,53,Low
23,122,174,4.25,57.74,14.3,1426.23,63.96,1.054,52,52,Low
23,123,174,4.43,58.5,14.27,1422.5,63.19,1.054,51,51,Low
23,124,174,4.43,58.38,14.39,1422.49,63.06,1.054,50,50,Low
23,125,174,4.51,58.37,14.59,1429.75,63.36,1.054,49,49,Low
23,126,174,4.69,58.87,13.93,1429.98,62.84,1.054,48,48,Low
23,127,174,4.88,59.38,14.37,1417.65,63.55,1.054,47,47,Low
23,128,174,4.57,60.06,14.34,1414.42,63.4,1.054,46,46,Low
23,129,174,4.89,60.31,15.18,1430.04,64.74,1.054,45,45,Low
23,130,174,4.71,60.31,15.09,1414.92,64.33,1.054,44,44,Low
23,131,174,4.78,61.37,14.96,1423.37,64.49,1.054,43,43,Low
23,132,174,4.86,62.14,14.78,1415.82,64.66,1.054,42,42,Low
23,133,174,5.05,61.33,14.54,1427.34,65.42,1.054,41,41,Low
23,134,174,4.97,61.43,14.52,1426.46,64.81,1.054,40,40,Medium
23,135,174,5.12,63.06,14.83,1417.91,65.36,1.054,39,39,Medium
23,136,174,5.43,61.92,14.95,1411.81,66.02,1.054,38,38,Medium
